SalesOrderId,SalesOrderNo,creationDate,channel,Mode of payment,customerId,StoreID,terminalID,returnOrderId,recordType,,
3020,S1119,24/5/2019,Reverse channels,Googlepay,C000011019,5019,1319,,Contract Purchase Orders (CPO),,
3021,S1120,10/6/2019,Reverse channels,Googlepay,C000011020,5020,1320,,Contract Purchase Orders (CPO),,
3022,S1121,14/6/2019,Reverse channels,Googlepay,C000011021,5021,1321,,Contract Purchase Orders (CPO),,
3023,S1122,18/6/2019,Reverse channels,Googlepay,C000011022,5022,1322,,Contract Purchase Orders (CPO),,
3024,S1123,10/1/2019,Reverse channels,Googlepay,C000011023,5023,1323,,Contract Purchase Orders (CPO),,
3025,S1124,14/1/2019,Reverse channels,Googlepay,C000011024,5024,1324,,Contract Purchase Orders (CPO),,
3026,S1125,2/2/2019,Reverse channels,Googlepay,C000011025,5025,1325,,Contract Purchase Orders (CPO),,
3027,S1126,10/2/2019,Reverse channels,Googlepay,C000011026,5026,1326,,Contract Purchase Orders (CPO),,
3028,S1127,27/2/2019,Reverse channels,Googlepay,C000011027,5027,1327,,Contract Purchase Orders (CPO),,
3029,S1128,15/3/2019,Reverse channels,Googlepay,C000011028,5028,1328,,Contract Purchase Orders (CPO),,
3030,S1129,28/3/2019,Reverse channels,Googlepay,C000011029,5029,1329,,Contract Purchase Orders (CPO),,
3031,S1130,29/3/2019,Reverse channels,Googlepay,C000011030,5030,1330,,Contract Purchase Orders (CPO),,
3032,S1131,1/4/2019,Reverse channels,Googlepay,C000011031,5031,1331,,Contract Purchase Orders (CPO),,
3033,S1132,6/4/2019,Reverse channels,Googlepay,C000011032,5032,1332,,Contract Purchase Orders (CPO),,
3034,S1133,10/4/2019,Reverse channels,Googlepay,C000011033,5033,1333,,Contract Purchase Orders (CPO),,
3035,S1134,10/5/2019,Reverse channels,Googlepay,C000011034,5034,1334,,Contract Purchase Orders (CPO),,
3036,S1135,17/5/2019,Reverse channels,Googlepay,C000011035,5035,1335,,Contract Purchase Orders (CPO),,
3037,S1136,20/5/2019,Reverse channels,Googlepay,C000011036,5036,1336,,Contract Purchase Orders (CPO),,
3038,S1137,22/5/2019,Reverse channels,Googlepay,C000011037,5037,1337,,Contract Purchase Orders (CPO),,
3039,S1138,23/5/2019,Reverse channels,Googlepay,C000011038,5038,1338,,Contract Purchase Orders (CPO),,
3040,S1139,24/5/2019,Reverse channels,Googlepay,C000011039,5039,1339,,Contract Purchase Orders (CPO),,
3041,S1140,10/6/2019,Reverse channels,Googlepay,C000011040,5040,1340,,Contract Purchase Orders (CPO),,
3042,S1141,14/6/2019,Reverse channels,Googlepay,C000011041,5041,1341,,Contract Purchase Orders (CPO),,
3043,S1142,18/6/2019,Reverse channels,Googlepay,C000011042,5042,1342,,Contract Purchase Orders (CPO),,
3044,S1143,10/1/2019,Reverse channels,Googlepay,C000011043,5043,1343,,Contract Purchase Orders (CPO),,
3045,S1144,14/1/2019,Reverse channels,Googlepay,C000011044,5044,1344,,Contract Purchase Orders (CPO),,
3046,S1145,2/2/2019,Reverse channels,Googlepay,C000011045,5045,1345,,Contract Purchase Orders (CPO),,
3047,S1146,10/2/2019,Reverse channels,Googlepay,C000011046,5046,1346,,Contract Purchase Orders (CPO),,
3048,S1147,27/2/2019,Reverse channels,Googlepay,C000011047,5047,1347,,Contract Purchase Orders (CPO),,
3049,S1148,15/3/2019,Reverse channels,Googlepay,C000011048,5048,1348,,Contract Purchase Orders (CPO),,
3050,S1149,28/3/2019,Reverse channels,Googlepay,C000011049,5049,1349,,Contract Purchase Orders (CPO),,
3051,S1150,29/3/2019,Reverse channels,Googlepay,C000011050,5050,1350,,Contract Purchase Orders (CPO),,
3052,S1151,1/4/2019,Reverse channels,Googlepay,C000011051,5051,1351,,Contract Purchase Orders (CPO),,
3053,S1152,6/4/2019,Reverse channels,Googlepay,C000011052,5052,1352,,Contract Purchase Orders (CPO),,
3054,S1153,10/4/2019,Reverse channels,Googlepay,C000011053,5053,1353,,Contract Purchase Orders (CPO),,
3055,S1154,10/5/2019,Reverse channels,Googlepay,C000011054,5054,1354,,Contract Purchase Orders (CPO),,
3056,S1155,17/5/2019,Reverse channels,Googlepay,C000011055,5055,1355,,Contract Purchase Orders (CPO),,
3057,S1156,20/5/2019,Reverse channels,Googlepay,C000011056,5056,1356,,Contract Purchase Orders (CPO),,
3058,S1157,22/5/2019,Reverse channels,Googlepay,C000011057,5057,1357,,Contract Purchase Orders (CPO),,
3059,S1158,23/5/2019,Reverse channels,Googlepay,C000011058,5058,1358,,Contract Purchase Orders (CPO),,
3060,S1159,24/5/2019,Reverse channels,Googlepay,C000011059,5059,1359,,Contract Purchase Orders (CPO),,
3061,S1160,10/6/2019,Reverse channels,Googlepay,C000011060,5060,1360,,Contract Purchase Orders (CPO),,
3062,S1161,14/6/2019,Reverse channels,Googlepay,C000011061,5061,1361,,Contract Purchase Orders (CPO),,
3063,S1162,18/6/2019,Reverse channels,Googlepay,C000011062,5062,1362,,Contract Purchase Orders (CPO),,
3064,S1163,10/1/2019,Reverse channels,Googlepay,C000011063,5063,1363,,Contract Purchase Orders (CPO),,
3065,S1164,14/1/2019,Reverse channels,Googlepay,C000011064,5064,1364,,Contract Purchase Orders (CPO),,
3066,S1165,2/2/2019,Reverse channels,Googlepay,C000011065,5065,1365,,Contract Purchase Orders (CPO),,
3067,S1166,10/2/2019,Reverse channels,Googlepay,C000011066,5066,1366,,Contract Purchase Orders (CPO),,
3068,S1167,27/2/2019,Reverse channels,Googlepay,C000011067,5067,1367,,Contract Purchase Orders (CPO),,
3069,S1168,15/3/2019,Reverse channels,Googlepay,C000011068,5068,1368,,Contract Purchase Orders (CPO),,
3070,S1169,28/3/2019,Reverse channels,Googlepay,C000011069,5069,1369,,Contract Purchase Orders (CPO),,
3071,S1170,29/3/2019,Reverse channels,Googlepay,C000011070,5070,1370,,Contract Purchase Orders (CPO),,
3072,S1171,1/4/2019,Reverse channels,Googlepay,C000011071,5071,1371,,Contract Purchase Orders (CPO),,
3073,S1172,6/4/2019,Reverse channels,Googlepay,C000011072,5072,1372,,Contract Purchase Orders (CPO),,
3074,S1173,10/4/2019,Reverse channels,Googlepay,C000011073,5073,1373,,Contract Purchase Orders (CPO),,
3075,S1174,10/5/2019,Reverse channels,Googlepay,C000011074,5074,1374,,Contract Purchase Orders (CPO),,
3076,S1175,17/5/2019,Reverse channels,Googlepay,C000011075,5075,1375,,Contract Purchase Orders (CPO),,
3077,S1176,20/5/2019,Reverse channels,Googlepay,C000011076,5076,1376,,Contract Purchase Orders (CPO),,
3078,S1177,22/5/2019,Reverse channels,Googlepay,C000011077,5077,1377,,Contract Purchase Orders (CPO),,
3079,S1178,23/5/2019,Reverse channels,Googlepay,C000011078,5078,1378,,Contract Purchase Orders (CPO),,
3080,S1179,24/5/2019,Reverse channels,Googlepay,C000011079,5079,1379,,Contract Purchase Orders (CPO),,
3081,S1180,10/6/2019,Reverse channels,Googlepay,C000011080,5080,1380,,Contract Purchase Orders (CPO),,
3082,S1181,14/6/2019,Reverse channels,Googlepay,C000011081,5081,1381,,Contract Purchase Orders (CPO),,
3083,S1182,18/6/2019,Reverse channels,Googlepay,C000011082,5082,1382,,Contract Purchase Orders (CPO),,
3084,S1183,10/1/2019,Reverse channels,Googlepay,C000011083,5083,1383,,Contract Purchase Orders (CPO),,
3085,S1184,14/1/2019,Reverse channels,Googlepay,C000011084,5084,1384,,Contract Purchase Orders (CPO),,
3086,S1185,2/2/2019,Reverse channels,Googlepay,C000011085,5085,1385,,Contract Purchase Orders (CPO),,
3087,S1186,10/2/2019,Reverse channels,Googlepay,C000011086,5086,1386,,Contract Purchase Orders (CPO),,
3088,S1187,27/2/2019,Reverse channels,Googlepay,C000011087,5087,1387,,Contract Purchase Orders (CPO),,
3089,S1188,15/3/2019,Reverse channels,Googlepay,C000011088,5088,1388,,Contract Purchase Orders (CPO),,
3090,S1189,28/3/2019,Reverse channels,Googlepay,C000011089,5089,1389,,Contract Purchase Orders (CPO),,
3091,S1190,29/3/2019,Reverse channels,Googlepay,C000011090,5090,1390,,Contract Purchase Orders (CPO),,
3092,S1191,1/4/2019,Reverse channels,Googlepay,C000011091,5091,1391,,Contract Purchase Orders (CPO),,
3093,S1192,6/4/2019,Reverse channels,Googlepay,C000011092,5092,1392,,Contract Purchase Orders (CPO),,
3094,S1193,10/4/2019,Reverse channels,Googlepay,C000011093,5093,1393,,Contract Purchase Orders (CPO),,
3095,S1194,10/5/2019,Reverse channels,Googlepay,C000011094,5094,1394,,Contract Purchase Orders (CPO),,
3096,S1195,17/5/2019,Reverse channels,Googlepay,C000011095,5095,1395,,Contract Purchase Orders (CPO),,
3097,S1196,20/5/2019,Reverse channels,Googlepay,C000011096,5096,1396,,Contract Purchase Orders (CPO),,
3098,S1197,22/5/2019,Reverse channels,Googlepay,C000011097,5097,1397,,Contract Purchase Orders (CPO),,
3099,S1198,23/5/2019,Reverse channels,Googlepay,C000011098,5098,1398,,Contract Purchase Orders (CPO),,
3100,S1199,24/5/2019,Reverse channels,Googlepay,C000011099,5099,1399,,Contract Purchase Orders (CPO),,
3101,S1200,10/6/2019,Reverse channels,Googlepay,C000011100,5100,1400,,Contract Purchase Orders (CPO),,
3102,S1201,14/6/2019,Reverse channels,Googlepay,C000011101,5101,1401,,Contract Purchase Orders (CPO),,
3103,S1202,18/6/2019,Reverse channels,Googlepay,C000011102,5102,1402,,Contract Purchase Orders (CPO),,
3104,S1203,10/1/2019,Reverse channels,Googlepay,C000011103,5103,1403,,Contract Purchase Orders (CPO),,
3105,S1204,14/1/2019,Reverse channels,Googlepay,C000011104,5104,1404,,Contract Purchase Orders (CPO),,
3106,S1205,2/2/2019,Reverse channels,Googlepay,C000011105,5105,1405,,Contract Purchase Orders (CPO),,
3107,S1206,10/2/2019,Reverse channels,Googlepay,C000011106,5106,1406,,Contract Purchase Orders (CPO),,
3108,S1207,27/2/2019,Reverse channels,Googlepay,C000011107,5107,1407,,Contract Purchase Orders (CPO),,
3109,S1208,15/3/2019,Reverse channels,Googlepay,C000011108,5108,1408,,Contract Purchase Orders (CPO),,
3110,S1209,28/3/2019,Reverse channels,Googlepay,C000011109,5109,1409,,Contract Purchase Orders (CPO),,
3111,S1210,29/3/2019,Reverse channels,Googlepay,C000011110,5110,1410,,Contract Purchase Orders (CPO),,
3112,S1211,1/4/2019,Reverse channels,Googlepay,C000011111,5111,1411,,Contract Purchase Orders (CPO),,
3113,S1212,6/4/2019,Reverse channels,Googlepay,C000011112,5112,1412,,Contract Purchase Orders (CPO),,
3114,S1213,10/4/2019,Reverse channels,Googlepay,C000011113,5113,1413,,Contract Purchase Orders (CPO),,
3115,S1214,10/5/2019,Reverse channels,Googlepay,C000011114,5114,1414,,Contract Purchase Orders (CPO),,
3116,S1215,17/5/2019,Reverse channels,Googlepay,C000011115,5115,1415,,Contract Purchase Orders (CPO),,
3117,S1216,20/5/2019,Reverse channels,Googlepay,C000011116,5116,1416,,Contract Purchase Orders (CPO),,
3118,S1217,22/5/2019,Reverse channels,Googlepay,C000011117,5117,1417,,Contract Purchase Orders (CPO),,
3119,S1218,23/5/2019,Reverse channels,Googlepay,C000011118,5118,1418,,Contract Purchase Orders (CPO),,
3120,S1219,24/5/2019,Reverse channels,Googlepay,C000011119,5119,1419,,Contract Purchase Orders (CPO),,
3121,S1220,10/6/2019,Reverse channels,Googlepay,C000011120,5120,1420,,Contract Purchase Orders (CPO),,
3122,S1221,14/6/2019,Reverse channels,Googlepay,C000011121,5121,1421,,Contract Purchase Orders (CPO),,
3123,S1222,18/6/2019,Reverse channels,Googlepay,C000011122,5122,1422,,Contract Purchase Orders (CPO),,
3124,S1223,10/1/2019,Reverse channels,Googlepay,C000011123,5123,1423,,Contract Purchase Orders (CPO),,
3125,S1224,14/1/2019,Reverse channels,Googlepay,C000011124,5124,1424,,Contract Purchase Orders (CPO),,
3126,S1225,2/2/2019,Reverse channels,Googlepay,C000011125,5125,1425,,Contract Purchase Orders (CPO),,
3127,S1226,10/2/2019,Reverse channels,Googlepay,C000011126,5126,1426,,Contract Purchase Orders (CPO),,
3128,S1227,27/2/2019,Reverse channels,Googlepay,C000011127,5127,1427,,Contract Purchase Orders (CPO),,
3129,S1228,15/3/2019,Reverse channels,Googlepay,C000011128,5128,1428,,Contract Purchase Orders (CPO),,
3130,S1229,28/3/2019,Reverse channels,Googlepay,C000011129,5129,1429,,Contract Purchase Orders (CPO),,
3131,S1230,29/3/2019,Reverse channels,Googlepay,C000011130,5130,1430,,Contract Purchase Orders (CPO),,
3132,S1231,1/4/2019,Reverse channels,Googlepay,C000011131,5131,1431,,Contract Purchase Orders (CPO),,
3133,S1232,6/4/2019,Reverse channels,Googlepay,C000011132,5132,1432,,Contract Purchase Orders (CPO),,
3134,S1233,10/4/2019,Reverse channels,Googlepay,C000011133,5133,1433,,Contract Purchase Orders (CPO),,
3135,S1234,10/5/2019,Reverse channels,Googlepay,C000011134,5134,1434,,Contract Purchase Orders (CPO),,
3136,S1235,17/5/2019,Reverse channels,Googlepay,C000011135,5135,1435,,Contract Purchase Orders (CPO),,
3137,S1236,20/5/2019,Reverse channels,Googlepay,C000011136,5136,1436,,Contract Purchase Orders (CPO),,
3138,S1237,22/5/2019,Reverse channels,Googlepay,C000011137,5137,1437,,Contract Purchase Orders (CPO),,
3139,S1238,23/5/2019,Reverse channels,Googlepay,C000011138,5138,1438,,Contract Purchase Orders (CPO),,
3140,S1239,24/5/2019,Reverse channels,Googlepay,C000011139,5139,1439,,Contract Purchase Orders (CPO),,
3141,S1240,10/6/2019,Reverse channels,Googlepay,C000011140,5140,1440,,Contract Purchase Orders (CPO),,
3142,S1241,14/6/2019,Reverse channels,Googlepay,C000011141,5141,1441,,Contract Purchase Orders (CPO),,
3143,S1242,18/6/2019,Reverse channels,Googlepay,C000011142,5142,1442,,Contract Purchase Orders (CPO),,
3144,S1243,10/1/2019,Reverse channels,Googlepay,C000011143,5143,1443,,Contract Purchase Orders (CPO),,
3145,S1244,14/1/2019,Reverse channels,Googlepay,C000011144,5144,1444,,Contract Purchase Orders (CPO),,
3146,S1245,2/2/2019,Reverse channels,Googlepay,C000011145,5145,1445,,Contract Purchase Orders (CPO),,
3147,S1246,10/2/2019,Reverse channels,Googlepay,C000011146,5146,1446,,Contract Purchase Orders (CPO),,
3148,S1247,27/2/2019,Reverse channels,Googlepay,C000011147,5147,1447,,Contract Purchase Orders (CPO),,
3149,S1248,15/3/2019,Reverse channels,Googlepay,C000011148,5148,1448,,Contract Purchase Orders (CPO),,
3150,S1249,28/3/2019,Reverse channels,Googlepay,C000011149,5149,1449,,Contract Purchase Orders (CPO),,
3151,S1250,29/3/2019,Reverse channels,Googlepay,C000011150,5150,1450,,Contract Purchase Orders (CPO),,
3152,S1251,1/4/2019,Reverse channels,Googlepay,C000011151,5151,1451,,Contract Purchase Orders (CPO),,
3153,S1252,6/4/2019,Reverse channels,Googlepay,C000011152,5152,1452,,Contract Purchase Orders (CPO),,
3154,S1253,10/4/2019,Reverse channels,Googlepay,C000011153,5153,1453,,Contract Purchase Orders (CPO),,
3155,S1254,10/5/2019,Reverse channels,Googlepay,C000011154,5154,1454,,Contract Purchase Orders (CPO),,
3156,S1255,17/5/2019,Reverse channels,Googlepay,C000011155,5155,1455,,Contract Purchase Orders (CPO),,
3157,S1256,20/5/2019,Reverse channels,Googlepay,C000011156,5156,1456,,Contract Purchase Orders (CPO),,
3158,S1257,22/5/2019,Reverse channels,Googlepay,C000011157,5157,1457,,Contract Purchase Orders (CPO),,
3159,S1258,23/5/2019,Reverse channels,Googlepay,C000011158,5158,1458,,Contract Purchase Orders (CPO),,
3160,S1259,24/5/2019,Reverse channels,Googlepay,C000011159,5159,1459,,Contract Purchase Orders (CPO),,
3161,S1260,10/6/2019,Reverse channels,Googlepay,C000011160,5160,1460,,Contract Purchase Orders (CPO),,
3162,S1261,14/6/2019,Reverse channels,Googlepay,C000011161,5161,1461,,Contract Purchase Orders (CPO),,
3163,S1262,18/6/2019,Reverse channels,Googlepay,C000011162,5162,1462,,Contract Purchase Orders (CPO),,
3164,S1263,10/1/2019,Reverse channels,Googlepay,C000011163,5163,1463,,Contract Purchase Orders (CPO),,
3165,S1264,14/1/2019,Reverse channels,Googlepay,C000011164,5164,1464,,Contract Purchase Orders (CPO),,
3166,S1265,2/2/2019,Reverse channels,Googlepay,C000011165,5165,1465,,Contract Purchase Orders (CPO),,
3167,S1266,10/2/2019,Reverse channels,Googlepay,C000011166,5166,1466,,Contract Purchase Orders (CPO),,
3168,S1267,27/2/2019,Reverse channels,Googlepay,C000011167,5167,1467,,Contract Purchase Orders (CPO),,
3169,S1268,15/3/2019,Reverse channels,Googlepay,C000011168,5168,1468,,Contract Purchase Orders (CPO),,
3170,S1269,28/3/2019,Reverse channels,Googlepay,C000011169,5169,1469,,Contract Purchase Orders (CPO),,
3171,S1270,29/3/2019,Reverse channels,Googlepay,C000011170,5170,1470,,Contract Purchase Orders (CPO),,
3172,S1271,1/4/2019,Reverse channels,Googlepay,C000011171,5171,1471,,Contract Purchase Orders (CPO),,
3173,S1272,6/4/2019,Reverse channels,Googlepay,C000011172,5172,1472,,Contract Purchase Orders (CPO),,
3174,S1273,10/4/2019,Reverse channels,Googlepay,C000011173,5173,1473,,Contract Purchase Orders (CPO),,
3175,S1274,10/5/2019,Reverse channels,Googlepay,C000011174,5174,1474,,Contract Purchase Orders (CPO),,
3176,S1275,17/5/2019,Reverse channels,Googlepay,C000011175,5175,1475,,Contract Purchase Orders (CPO),,
3177,S1276,20/5/2019,Reverse channels,Googlepay,C000011176,5176,1476,,Contract Purchase Orders (CPO),,
3178,S1277,22/5/2019,Reverse channels,Googlepay,C000011177,5177,1477,,Contract Purchase Orders (CPO),,
3179,S1278,23/5/2019,Reverse channels,Googlepay,C000011178,5178,1478,,Contract Purchase Orders (CPO),,
3180,S1279,24/5/2019,Reverse channels,Googlepay,C000011179,5179,1479,,Contract Purchase Orders (CPO),,
3181,S1280,10/6/2019,Reverse channels,Googlepay,C000011180,5180,1480,,Contract Purchase Orders (CPO),,
3182,S1281,14/6/2019,Reverse channels,Googlepay,C000011181,5181,1481,,Contract Purchase Orders (CPO),,
3183,S1282,18/6/2019,Reverse channels,Googlepay,C000011182,5182,1482,,Contract Purchase Orders (CPO),,
3184,S1283,10/1/2019,Reverse channels,Googlepay,C000011183,5183,1483,,Contract Purchase Orders (CPO),,
3185,S1284,14/1/2019,Reverse channels,Googlepay,C000011184,5184,1484,,Contract Purchase Orders (CPO),,
3186,S1285,2/2/2019,Reverse channels,Googlepay,C000011185,5185,1485,,Contract Purchase Orders (CPO),,
3187,S1286,10/2/2019,Reverse channels,Googlepay,C000011186,5186,1486,,Contract Purchase Orders (CPO),,
3188,S1287,27/2/2019,Reverse channels,Googlepay,C000011187,5187,1487,,Contract Purchase Orders (CPO),,
3189,S1288,15/3/2019,Reverse channels,Googlepay,C000011188,5188,1488,,Contract Purchase Orders (CPO),,
3190,S1289,28/3/2019,Reverse channels,Googlepay,C000011189,5189,1489,,Contract Purchase Orders (CPO),,
3191,S1290,29/3/2019,Reverse channels,Googlepay,C000011190,5190,1490,,Contract Purchase Orders (CPO),,
3192,S1291,1/4/2019,Reverse channels,Googlepay,C000011191,5191,1491,,Contract Purchase Orders (CPO),,
3193,S1292,6/4/2019,Reverse channels,Googlepay,C000011192,5192,1492,,Contract Purchase Orders (CPO),,
3194,S1293,10/4/2019,Reverse channels,Googlepay,C000011193,5193,1493,,Contract Purchase Orders (CPO),,
3195,S1294,10/5/2019,Reverse channels,Googlepay,C000011194,5194,1494,,Contract Purchase Orders (CPO),,
3196,S1295,17/5/2019,Reverse channels,Googlepay,C000011195,5195,1495,,Contract Purchase Orders (CPO),,
3197,S1296,20/5/2019,Reverse channels,Googlepay,C000011196,5196,1496,,Contract Purchase Orders (CPO),,
3198,S1297,22/5/2019,Reverse channels,Googlepay,C000011197,5197,1497,,Contract Purchase Orders (CPO),,
3199,S1298,23/5/2019,Reverse channels,Googlepay,C000011198,5198,1498,,Contract Purchase Orders (CPO),,
3200,S1299,24/5/2019,Reverse channels,Googlepay,C000011199,5199,1499,,Contract Purchase Orders (CPO),,
3201,S1300,10/6/2019,Reverse channels,Googlepay,C000011200,5200,1500,,Contract Purchase Orders (CPO),,
3202,S1301,14/6/2019,Reverse channels,Googlepay,C000011201,5201,1501,,Contract Purchase Orders (CPO),,
3203,S1302,18/6/2019,Reverse channels,Googlepay,C000011202,5202,1502,,Contract Purchase Orders (CPO),,
3204,S1303,10/1/2019,Reverse channels,Googlepay,C000011203,5203,1503,,Contract Purchase Orders (CPO),,
3205,S1304,14/1/2019,Reverse channels,Googlepay,C000011204,5204,1504,,Contract Purchase Orders (CPO),,
